,Age,score_wifi,score_booking,score_location,score_restaurant,score_spa,score_sports,score_checkin,score_local_sites,score_housekeeping,score_overall
57016,57,5,5,5,4,5,4,5,4,5,5
57017,10,2,2,3,3,3,3,5,5,3,1
57018,34,2,3,3,2,2,2,3,2,3,1
57019,65,4,4,3,4,4,4,3,4,4,1
57020,19,2,2,5,2,2,2,4,5,2,1
57021,47,4,5,5,4,4,4,2,4,4,2
57022,51,3,3,3,2,3,3,4,3,3,2
57023,50,3,3,3,1,1,1,2,2,1,0
57024,24,1,1,1,3,3,3,3,5,3,2
57025,36,2,2,2,1,2,4,1,4,3,4
57026,41,5,5,5,4,5,2,4,2,3,3
57027,60,2,5,5,5,1,2,4,2,1,0
57028,13,3,3,4,2,2,2,4,4,2,2
57029,66,3,3,5,2,2,2,4,5,2,2
57030,43,2,2,4,4,4,4,2,4,4,2
57031,29,5,5,5,4,4,4,4,4,4,3
57032,58,3,3,3,5,4,5,4,5,4,4
57033,43,2,2,3,2,3,3,3,3,3,2
57034,54,4,1,1,4,4,4,4,1,4,3
57035,23,5,4,4,4,4,4,1,1,4,4
57036,38,1,1,2,1,1,1,3,5,1,0
57037,36,4,4,3,2,2,2,1,5,2,1
57038,56,2,2,2,4,5,5,5,5,3,4
57039,33,2,2,1,4,2,4,2,4,4,2
57040,17,2,5,5,2,3,2,1,4,2,1
57041,63,2,2,3,5,5,1,3,1,4,2
57042,59,3,3,4,5,5,5,4,4,5,2
57043,21,5,5,4,4,4,4,4,4,4,4
57044,37,2,2,3,4,4,4,3,5,4,2
57045,60,4,4,3,2,3,2,2,2,1,0
57046,12,4,4,4,3,3,3,4,3,3,2
57047,53,5,1,5,3,5,5,3,5,5,5
57048,37,4,4,2,4,5,1,4,1,3,3
57049,33,2,3,4,5,5,5,1,3,5,2
57050,48,1,1,1,5,3,1,4,1,2,1
57051,49,2,3,2,2,4,4,4,4,4,4
57052,56,3,3,3,2,3,3,4,3,2,2
57053,60,3,2,3,4,4,5,3,5,4,4
57054,28,4,4,4,5,5,5,3,5,5,5
57055,49,2,2,2,5,5,5,5,5,3,3
57056,52,4,4,4,3,4,5,5,5,3,3
57057,59,4,4,4,2,5,5,3,5,3,4
57058,60,4,4,4,2,5,4,5,4,3,3
57059,19,2,2,5,2,2,2,4,4,2,2
57060,32,2,2,2,4,4,4,4,2,4,4
57061,19,1,1,3,3,3,3,5,4,3,1
57062,38,1,1,1,4,1,4,5,4,4,2
57063,47,4,4,4,4,5,4,5,4,5,5
57064,13,3,3,3,3,3,3,4,3,3,2
57065,21,4,4,1,5,4,5,3,4,5,5
57066,40,1,1,1,5,5,5,5,5,3,3
57067,43,5,5,5,5,5,5,3,3,5,5
57068,38,2,2,3,2,2,2,1,3,2,2
57069,29,0,0,1,2,2,2,5,5,2,3
57070,52,2,2,3,4,4,2,4,2,4,1
57071,42,5,5,4,4,4,4,4,4,4,3
57072,12,3,3,3,1,1,1,4,1,1,0
57073,54,3,1,3,2,4,4,5,4,3,3
57074,33,2,3,3,2,2,2,1,3,2,2
57075,55,4,4,4,3,5,5,5,5,3,3
57076,51,3,3,2,1,1,1,2,2,1,0
57077,30,2,2,2,5,5,5,5,4,5,5
57078,43,3,3,3,5,4,5,4,5,4,3
57079,38,3,2,3,2,2,2,2,3,2,1
57080,25,4,3,3,5,5,5,3,5,5,5
57081,37,2,2,3,4,3,3,2,3,1,0
57082,57,3,2,2,3,3,1,3,3,3,1
57083,51,3,3,4,1,2,1,5,5,1,0
57084,48,2,2,5,5,5,5,2,2,5,2
57085,26,3,5,3,2,2,2,4,4,2,3
57086,45,3,3,3,3,2,4,4,4,1,0
57087,30,3,3,3,4,4,4,5,5,4,4
57088,20,5,5,4,2,2,2,4,4,2,3
57089,54,2,2,2,3,4,4,4,4,4,3
57090,37,4,4,4,3,3,3,5,4,3,2
57091,37,1,1,2,5,5,5,4,5,5,2
57092,37,2,4,4,1,3,2,1,2,3,2
57093,37,4,4,3,2,2,2,4,5,2,2
57094,34,4,4,4,1,4,1,2,1,3,1
57095,14,2,2,3,4,4,4,3,3,4,1
57096,56,2,2,2,3,5,4,3,4,4,1
57097,46,0,0,3,3,4,2,5,2,5,5
57098,50,4,4,4,2,2,2,3,4,2,3
57099,43,5,2,2,3,4,4,1,4,2,3
57100,51,2,2,2,2,4,2,3,2,2,4
57101,33,3,4,3,4,4,4,3,5,4,3
57102,32,4,2,2,4,4,4,4,4,4,1
57103,66,1,2,2,2,3,1,1,1,3,1
57104,64,0,0,3,4,4,2,3,2,3,3
57105,62,5,3,3,4,3,5,5,5,3,4
57106,54,2,2,2,3,4,2,4,2,4,3
57107,25,3,3,1,3,3,3,3,5,3,1
57108,46,3,3,4,5,5,5,3,5,5,2
57109,59,2,2,2,3,3,3,4,3,3,2
57110,12,4,4,4,2,2,2,4,3,2,4
57111,35,2,2,3,4,3,4,3,4,4,1
57112,55,4,4,4,5,3,5,4,5,1,4
57113,49,3,3,3,2,2,2,3,4,2,2
57114,51,3,3,4,2,4,2,4,2,3,2
57115,36,2,2,1,3,3,3,3,2,3,2
57116,41,3,3,3,4,5,4,1,4,1,3
57117,58,4,4,1,5,4,4,3,4,3,1
57118,28,1,1,4,3,3,3,5,2,3,1
57119,36,2,2,4,5,5,5,3,1,5,1
57120,42,1,1,1,2,4,4,4,4,5,5
57121,26,2,2,4,2,2,2,1,4,2,1
57122,38,2,2,1,2,2,2,3,5,2,1
57123,53,3,3,3,3,5,4,4,4,5,5
57124,60,5,5,5,5,4,4,5,4,3,3
57125,58,3,3,3,2,2,2,4,4,2,2
57126,30,4,4,4,2,2,2,5,5,2,3
57127,48,2,2,2,5,5,5,4,5,3,3
57128,17,2,2,3,5,5,5,5,5,5,1
57129,43,2,5,2,2,2,2,3,4,2,2
57130,44,0,0,3,3,4,2,4,2,4,3
57131,27,2,2,3,3,5,3,5,3,3,1
57132,40,3,3,3,2,4,5,3,5,4,4
57133,52,2,3,2,5,4,4,4,4,4,2
57134,57,1,1,1,5,5,2,4,2,4,4
57135,51,4,4,4,4,5,5,3,5,4,4
57136,9,1,1,3,1,1,1,2,3,1,0
57137,54,2,2,2,3,3,3,3,5,3,1
57138,21,4,4,2,2,2,2,2,3,2,1
57139,21,3,4,4,3,3,3,4,3,3,1
57140,29,3,3,3,5,5,5,3,2,5,5
57141,15,3,3,3,3,1,3,3,3,3,2
57142,16,2,2,2,2,2,2,1,2,2,2
57143,58,4,4,4,4,5,3,4,3,5,5
57144,16,2,1,2,1,4,1,4,3,1,0
57145,24,1,1,4,5,3,5,5,4,5,2
57146,67,5,5,2,4,4,1,1,1,4,3
57147,56,2,1,1,2,2,2,2,2,2,1
57148,50,2,2,2,2,4,2,5,2,5,5
57149,55,3,5,5,2,2,2,1,4,2,1
57150,32,2,1,1,2,2,2,2,3,2,2
57151,41,1,1,4,1,1,1,1,4,1,0
57152,57,4,3,2,4,1,4,4,3,4,1
57153,44,1,1,4,1,1,1,3,4,1,0
57154,32,2,2,1,5,5,5,3,5,5,1
57155,40,3,3,3,5,3,3,4,3,4,2
57156,15,4,5,5,4,3,4,4,2,4,4
57157,22,4,4,1,2,5,2,3,5,2,3
57158,29,1,0,4,4,4,4,3,3,4,2
57159,65,2,0,1,2,4,4,3,4,5,1
57160,46,0,0,2,1,1,3,4,3,5,5
57161,12,2,2,2,5,5,5,5,4,5,2
57162,50,3,3,3,2,4,5,5,5,4,4
57163,42,1,1,1,5,4,4,5,4,4,3
57164,44,2,2,2,2,4,4,4,4,3,4
57165,21,2,2,5,2,5,2,3,4,2,1
57166,34,2,2,2,4,5,5,3,5,4,4
57167,61,3,4,4,3,3,3,2,3,2,1
57168,64,3,3,4,4,4,4,4,4,4,2
57169,34,3,3,3,3,5,3,5,1,5,1
57170,41,4,4,4,5,5,5,3,5,3,4
57171,31,1,4,4,1,1,1,1,3,1,0
57172,56,4,4,4,4,4,4,3,4,3,3
57173,43,2,2,2,1,1,3,2,3,4,4
57174,28,3,3,3,4,4,4,4,4,4,3
57175,41,2,2,2,1,3,2,1,2,1,0
57176,11,3,3,3,4,4,4,4,5,4,2
57177,56,4,1,1,1,4,4,2,4,1,0
57178,58,4,4,3,3,4,5,1,5,4,1
57179,7,4,4,3,3,3,3,4,4,3,2
57180,23,5,2,2,5,3,5,2,3,5,5
57181,53,4,4,4,2,1,5,2,5,1,4
57182,44,2,2,2,3,4,4,3,4,4,4
57183,22,4,4,3,4,3,4,3,1,4,4
57184,36,3,3,3,5,4,3,2,3,3,1
57185,58,4,2,4,3,4,2,5,2,4,4
57186,21,0,0,4,1,1,1,5,1,1,3
57187,56,2,4,2,2,4,4,4,4,4,4
57188,38,2,2,4,5,2,5,3,4,5,1
57189,56,4,4,4,2,4,2,4,2,4,4
57190,19,4,4,3,1,1,1,4,4,1,0
57191,37,5,1,1,5,5,5,1,2,5,5
57192,62,3,3,3,5,5,5,2,4,5,2
57193,26,4,4,5,4,4,4,3,5,4,3
57194,22,5,5,1,2,2,2,5,5,2,3
57195,59,3,2,2,4,3,3,1,3,2,2
57196,30,1,1,3,5,2,5,4,3,5,2
57197,24,3,3,3,3,3,3,5,5,3,3
57198,45,5,5,5,2,5,3,5,3,3,3
57199,58,4,4,4,4,4,3,4,3,5,2
57200,55,3,5,5,3,3,3,2,3,4,1
57201,49,1,1,1,5,5,3,5,3,3,4
57202,45,0,0,1,5,4,4,3,4,4,3
57203,13,2,1,4,2,2,2,4,4,2,1
57204,42,1,1,1,2,5,1,5,1,3,1
57205,56,2,2,3,5,1,5,1,4,5,1
57206,17,1,1,4,1,1,1,4,4,1,0
57207,61,2,2,4,4,4,4,2,3,4,2
57208,33,1,5,5,1,1,1,3,3,1,0
57209,27,1,1,1,5,5,5,4,5,5,1
57210,54,4,4,3,2,2,2,5,5,2,3
57211,39,2,2,1,5,5,5,3,1,5,1
57212,42,2,3,4,2,2,2,4,3,2,2
57213,36,0,1,1,4,5,4,4,4,4,3
57214,53,1,1,1,1,2,5,2,5,1,0
57215,65,3,3,4,4,4,4,3,5,4,2
57216,32,1,1,1,4,4,4,3,3,4,4
57217,29,4,4,2,5,1,5,5,5,5,5
57218,36,4,4,4,2,4,5,4,5,1,4
57219,25,1,2,4,2,5,2,3,3,2,2
57220,52,3,3,3,4,3,1,3,1,3,1
57221,51,4,3,1,5,5,5,5,4,5,5
57222,22,3,4,3,3,3,3,3,3,3,2
57223,10,5,5,4,4,4,4,3,4,4,4
57224,50,0,0,3,1,1,1,3,4,1,3
57225,42,5,5,5,3,4,2,1,2,1,3
57226,27,3,3,4,4,4,4,1,3,4,2
57227,60,5,5,5,4,5,5,4,5,3,4
57228,20,1,1,4,3,4,3,1,3,3,2
57229,22,3,3,4,4,1,4,1,3,4,1
57230,7,2,2,3,3,3,3,4,2,3,1
57231,60,3,3,3,2,5,4,3,4,5,5
57232,46,4,4,4,4,3,4,3,4,1,4
57233,36,3,3,3,2,5,4,4,4,4,4
57234,18,3,3,3,3,5,3,1,4,3,1
57235,54,1,1,1,1,3,5,3,4,3,1
57236,56,5,5,5,3,4,4,3,4,5,5
57237,23,1,1,2,2,2,2,3,4,2,1
57238,62,3,3,3,2,5,5,4,5,5,2
57239,33,3,3,5,5,2,5,3,4,5,1
57240,47,4,5,5,2,1,4,3,4,4,3
57241,18,3,3,3,5,5,5,2,5,5,5
57242,14,5,5,2,4,1,4,4,5,4,4
57243,45,2,2,2,2,4,2,5,2,5,1
57244,51,3,3,3,5,5,5,3,5,5,2
57245,32,2,2,5,3,3,3,4,3,3,2
57246,54,5,5,5,1,5,4,4,4,3,3
57247,31,2,2,2,4,4,4,4,1,4,4
57248,23,4,4,3,4,2,4,4,4,4,2
57249,52,1,0,3,1,4,5,3,5,3,2
57250,42,5,5,5,5,4,4,5,4,4,4
57251,58,5,5,5,2,5,4,3,4,5,5
57252,36,2,4,4,2,2,2,3,4,2,2
57253,32,2,2,2,5,5,5,4,4,5,2
57254,50,2,3,3,4,4,4,4,5,4,1
57255,49,2,2,2,1,1,3,3,3,1,3
57256,46,2,4,4,3,2,2,3,2,2,1
57257,49,2,2,2,2,5,5,3,5,5,5
57258,65,2,2,2,5,4,4,4,4,1,4
57259,26,2,2,5,3,2,3,4,3,3,2
57260,22,4,4,4,4,4,4,1,4,4,1
57261,67,5,5,5,5,5,4,4,4,3,3
57262,46,3,0,3,1,1,1,3,3,1,0
57263,24,2,2,2,2,2,2,1,2,2,2
57264,59,5,5,3,4,4,3,4,2,4,4
57265,52,3,3,3,3,5,5,4,5,4,3
57266,37,5,5,5,4,2,3,3,3,5,5
57267,28,4,5,4,4,4,1,4,3,4,1
57268,16,4,4,2,4,1,4,5,4,4,2
57269,26,4,4,4,1,1,1,2,4,1,4
57270,20,2,2,3,3,3,3,1,4,3,2
57271,24,3,4,3,3,4,3,3,3,3,2
57272,8,2,2,2,2,2,2,4,4,2,2
57273,43,1,1,1,2,2,3,5,3,2,4
57274,42,5,5,5,2,5,4,3,4,4,3
57275,64,3,3,4,2,4,2,3,2,4,2
57276,26,1,1,2,1,1,1,3,4,1,0
57277,9,2,2,1,3,3,3,2,2,3,1
57278,38,2,2,4,5,5,5,3,4,5,1
57279,38,1,2,3,4,4,4,1,3,4,1
57280,28,4,4,4,5,5,5,3,4,5,5
57281,22,2,2,2,2,2,2,3,5,2,2
57282,58,2,2,2,2,4,5,5,5,5,5
57283,53,1,2,2,5,2,1,1,1,3,1
57284,8,2,2,3,4,1,4,4,4,4,2
57285,8,3,3,3,3,4,3,2,4,3,1
57286,29,4,5,4,4,4,4,5,4,4,4
57287,22,3,3,3,4,4,4,5,1,4,4
57288,11,2,2,4,4,4,4,1,3,4,2
57289,20,1,1,3,1,1,1,4,2,1,0
57290,35,1,1,1,1,4,4,2,4,1,4
57291,21,2,2,2,5,4,5,1,4,5,1
57292,20,1,0,3,3,3,3,3,3,3,2
57293,42,2,2,2,2,4,5,2,5,3,3
57294,37,2,4,4,1,3,3,1,3,3,1
57295,51,4,4,2,5,4,5,2,1,5,2
57296,16,2,2,4,2,2,2,3,4,2,1
57297,43,2,1,1,5,2,2,2,2,2,3
57298,66,2,2,3,4,5,4,3,3,4,1
57299,39,3,3,5,2,2,2,4,5,2,2
57300,32,2,3,3,2,2,2,1,3,2,2
57301,49,0,0,3,3,4,3,5,3,5,5
57302,43,2,5,5,5,3,2,2,2,4,2
57303,33,1,1,1,3,4,1,2,1,1,0
57304,24,0,0,3,3,2,3,4,3,3,4
57305,25,4,1,1,4,3,4,2,5,4,4
57306,60,2,2,2,3,4,3,2,3,4,2
57307,51,3,3,3,2,5,3,3,3,5,5
57308,32,3,3,1,5,5,5,3,4,5,1
57309,42,2,2,3,4,3,4,4,3,4,1
57310,54,2,4,2,3,4,4,4,4,4,4
57311,9,2,3,3,3,3,3,3,3,3,1
57312,49,4,4,2,4,4,4,1,3,4,3
57313,28,2,2,3,3,5,3,4,3,3,2
57314,37,3,3,3,4,2,5,5,5,2,3
57315,70,2,2,2,2,2,1,2,1,1,0
57316,8,2,2,4,5,5,5,1,1,5,2
57317,58,3,2,5,3,3,3,1,3,3,1
57318,24,4,5,5,4,5,4,1,5,4,3
57319,9,1,0,2,5,5,5,4,2,5,1
57320,29,5,5,4,3,3,3,3,3,3,4
57321,34,4,4,4,2,5,5,5,5,3,4
57322,27,2,2,4,1,1,1,1,3,1,0
57323,33,5,5,5,1,2,4,2,4,3,4
57324,29,3,3,1,3,4,3,5,4,3,2
57325,47,4,3,5,3,4,2,4,2,5,5
57326,52,1,1,1,3,5,5,3,5,4,3
57327,51,2,5,1,4,4,2,2,2,1,0
57328,29,2,2,2,5,5,5,5,4,5,5
57329,55,5,2,4,4,3,5,1,5,1,0
57330,32,4,4,4,5,5,5,1,4,5,5
57331,35,2,2,2,4,4,4,4,4,4,1
57332,30,1,2,2,1,1,1,4,4,1,0
57333,49,5,4,4,5,5,5,1,3,5,5
57334,36,1,0,2,5,5,5,3,4,5,2
57335,41,4,2,2,3,3,4,2,4,4,2
57336,43,5,5,5,4,5,4,5,4,3,3
57337,36,4,4,1,1,1,1,4,4,1,0
57338,18,5,5,5,4,4,4,5,5,4,4
57339,24,1,1,1,4,4,4,5,5,4,3
57340,37,2,2,2,2,5,4,4,4,4,3
57341,56,2,2,2,5,5,4,3,4,4,3
57342,35,5,4,5,2,4,4,5,4,4,4
57343,45,4,4,3,2,4,1,4,1,4,1
57344,40,1,5,5,1,1,1,4,4,1,0
57345,37,2,2,5,1,2,1,2,3,1,0
57346,7,3,3,3,3,4,1,4,4,4,2
57347,22,2,3,3,2,2,2,2,4,2,1
57348,42,5,5,5,3,4,4,5,4,3,3
57349,32,4,4,4,5,5,5,5,5,5,5
57350,14,4,4,2,1,1,1,4,1,1,0
57351,46,2,2,3,5,4,5,2,4,5,1
57352,42,1,1,1,3,4,5,3,5,5,5
57353,24,1,4,4,1,4,1,2,3,1,0
57354,33,3,3,3,4,4,4,5,2,4,1
57355,30,4,5,1,4,4,4,3,4,4,3
57356,29,2,1,2,4,4,4,4,5,4,3
57357,24,3,3,3,5,5,5,4,5,5,2
57358,55,3,3,5,2,1,4,4,4,5,2
57359,25,5,5,1,5,5,5,4,5,5,5
57360,58,3,3,4,2,3,4,2,4,4,1
57361,64,2,1,1,3,3,2,3,2,2,2
57362,12,4,4,2,3,4,3,5,5,3,2
57363,30,1,1,1,5,5,5,5,5,5,5
57364,25,4,4,4,4,4,4,5,4,4,3
57365,23,2,2,1,3,1,3,4,4,3,1
57366,47,2,2,3,5,5,5,2,4,5,1
57367,23,4,4,4,5,5,5,5,4,5,5
57368,65,1,1,1,3,4,1,3,1,3,1
57369,50,5,5,5,5,5,5,2,1,5,5
57370,42,3,5,5,3,3,3,4,3,1,0
57371,58,3,3,2,1,2,1,3,4,1,0
57372,32,4,2,2,4,4,4,1,3,4,1
57373,17,1,1,3,3,3,3,4,4,3,1
57374,25,1,1,3,3,1,3,4,4,3,2
57375,48,5,5,5,1,4,5,1,5,1,3
57376,53,1,1,4,2,3,2,4,3,2,1
57377,60,3,4,4,4,4,4,3,2,4,2
57378,31,3,3,2,1,1,1,2,2,1,0
57379,25,4,4,4,5,2,5,5,5,5,2
57380,43,5,5,5,1,1,4,3,4,3,4
57381,39,5,5,5,3,4,4,5,4,3,4
57382,36,3,1,1,2,4,3,4,3,1,0
57383,26,2,2,4,3,3,3,5,4,3,1
57384,35,4,5,2,4,4,4,1,1,4,1
57385,32,3,3,3,5,5,5,3,4,5,5
57386,59,1,1,5,5,5,2,4,2,4,2
57387,36,4,4,4,2,5,2,4,3,2,2
57388,47,2,5,5,2,2,4,2,1,2,2
57389,62,2,3,3,2,2,2,1,3,2,1
57390,51,2,4,4,2,3,2,3,2,3,2
57391,31,1,1,3,1,3,3,3,3,3,2
57392,8,1,1,2,2,2,2,5,5,2,2
57393,47,4,4,4,5,5,4,3,4,5,5
57394,48,2,3,3,1,3,2,1,2,4,2
57395,57,1,1,1,2,4,5,3,5,5,5
57396,49,4,4,4,4,5,5,3,5,3,4
57397,39,2,2,4,4,4,4,4,4,4,2
57398,37,0,0,1,5,5,5,3,2,5,5
57399,64,4,4,4,4,3,5,4,5,3,4
57400,30,3,3,3,4,4,4,3,5,4,4
57401,61,1,1,1,2,4,4,4,4,1,3
57402,47,2,4,4,3,3,2,3,1,3,1
57403,45,5,5,4,2,1,2,3,5,2,3
57404,47,4,4,1,5,5,3,3,3,5,5
57405,54,4,4,5,2,2,2,5,5,2,2
57406,12,2,3,3,5,5,5,4,3,5,2
57407,41,2,4,1,3,4,2,2,2,1,0
57408,35,3,3,3,3,4,5,4,5,4,4
57409,40,4,4,3,4,4,4,4,4,4,2
57410,30,1,1,1,5,5,5,3,5,5,5
57411,61,1,1,1,4,5,5,3,5,3,4
57412,29,2,2,3,1,1,1,3,3,1,0
57413,68,2,2,2,4,3,4,5,5,4,2
57414,11,4,4,5,5,5,5,4,4,5,5
57415,24,2,2,1,2,2,2,3,5,2,1
57416,41,3,4,4,4,4,3,3,3,2,2
57417,24,2,2,4,1,1,1,2,4,1,0
57418,48,4,3,5,1,1,1,3,3,1,0
57419,43,5,4,5,3,5,2,4,2,5,5
57420,50,3,1,1,3,4,3,4,3,1,0
57421,53,4,1,1,4,4,4,3,5,4,3
57422,69,1,1,2,4,4,4,3,2,4,2
57423,34,4,4,4,3,5,3,3,5,3,3
57424,23,4,5,5,4,2,4,4,4,4,2
57425,45,5,5,5,4,5,5,3,5,4,4
57426,41,4,2,2,4,4,4,5,2,4,4
57427,57,4,4,2,3,4,2,3,2,4,2
57428,22,3,3,3,1,1,1,2,3,1,0
57429,9,2,2,3,3,3,3,3,4,3,2
57430,28,2,3,4,2,2,1,2,2,2,1
57431,45,2,5,5,2,2,2,4,3,2,3
57432,21,3,2,4,1,1,1,1,4,1,0
57433,37,3,2,5,3,2,3,4,5,3,2
57434,7,5,5,2,3,3,3,4,5,3,4
57435,11,3,0,4,1,1,1,5,5,1,0
57436,45,3,2,2,4,4,3,2,3,4,2
57437,22,1,1,4,2,5,2,4,5,2,2
57438,57,0,0,3,5,4,3,4,3,5,5
57439,28,2,2,4,5,4,5,4,3,5,2
57440,39,5,5,5,3,4,4,5,4,3,3
57441,65,3,3,3,2,5,4,5,4,4,1
57442,30,4,4,4,4,4,4,5,5,4,3
57443,39,2,2,1,4,4,4,1,4,4,1
57444,55,5,5,5,4,4,4,5,4,4,4
57445,50,5,5,4,5,5,5,1,4,5,5
57446,28,1,1,1,4,4,4,4,5,4,3
57447,58,5,5,5,2,5,4,4,4,4,4
57448,23,4,4,4,4,4,4,3,4,4,3
57449,17,4,1,4,4,3,4,5,2,4,3
57450,38,3,0,4,1,1,1,3,3,1,0
57451,19,5,2,2,5,5,5,4,2,5,5
57452,44,1,1,4,5,4,2,5,2,5,1
57453,53,3,3,3,1,3,5,2,5,1,4
57454,34,5,5,5,3,3,5,3,5,3,4
57455,24,2,3,4,5,5,5,1,3,5,2
57456,33,0,0,2,3,1,3,4,5,3,3
57457,21,1,4,4,1,2,1,4,3,1,0
57458,36,4,4,4,4,4,4,3,4,3,3
57459,59,2,2,1,5,4,3,5,3,3,2
57460,25,4,1,1,4,1,4,1,3,4,1
57461,18,3,3,3,2,2,2,1,4,2,2
57462,23,3,3,3,4,4,4,5,4,4,4
57463,30,4,4,3,1,1,1,4,5,1,4
57464,41,2,3,3,3,3,2,4,2,1,0
57465,64,3,3,4,5,4,2,3,2,5,2
57466,46,2,2,3,1,1,1,2,3,1,0
57467,64,1,3,3,1,1,1,4,4,1,0
57468,22,5,5,4,2,2,2,3,2,2,3
57469,35,1,1,1,3,4,4,5,4,4,4
57470,22,3,3,3,2,2,2,4,5,2,2
57471,45,3,3,3,5,4,4,4,4,3,3
57472,40,1,3,3,3,3,1,2,1,2,2
57473,27,3,3,3,4,4,4,4,2,4,1
57474,39,1,1,1,3,4,4,4,4,3,3
57475,33,2,4,4,4,3,2,1,2,3,2
57476,30,4,4,4,4,4,4,3,1,4,4
57477,39,3,4,4,3,3,3,2,3,3,1
57478,42,4,4,3,2,2,2,3,5,2,4
57479,38,3,5,5,1,4,3,3,3,1,0
57480,18,4,4,5,1,1,1,4,5,1,0
57481,25,3,3,3,1,2,1,2,3,1,0
57482,11,4,4,3,2,2,2,5,5,2,4
57483,58,2,3,2,3,5,4,3,4,4,4
57484,61,4,4,3,3,3,3,3,4,3,2
57485,33,0,0,3,3,3,3,3,5,3,4
57486,30,5,5,4,4,4,4,4,4,4,4
57487,45,3,5,5,3,3,2,3,1,3,2
57488,46,4,4,4,3,4,4,3,4,5,5
57489,55,4,2,2,4,4,4,5,4,4,3
57490,12,5,5,5,3,3,3,3,4,3,4
57491,64,4,4,5,4,5,4,4,5,4,2
57492,46,2,2,2,3,4,5,5,5,5,5
57493,24,1,1,2,2,2,2,1,3,2,1
57494,39,3,3,4,1,1,1,3,3,1,0
57495,63,1,1,4,4,5,4,3,5,4,2
57496,21,2,2,1,2,2,2,3,5,2,1
57497,10,4,4,5,5,5,5,4,5,5,1
57498,59,1,4,4,1,1,1,1,3,1,0
57499,38,3,3,2,1,1,1,2,3,1,0
57500,48,1,1,3,5,3,3,2,3,2,1
57501,49,4,3,4,3,5,4,5,4,5,5
57502,42,3,2,3,4,5,5,4,5,5,5
57503,23,5,5,5,4,4,4,4,3,4,3
57504,55,2,2,3,3,3,3,3,4,3,1
57505,43,1,3,3,3,3,1,4,1,2,2
57506,45,3,3,3,2,5,3,4,3,4,1
57507,22,3,3,3,3,5,3,4,3,3,2
57508,52,3,3,2,2,2,2,3,4,2,2
57509,52,4,4,4,2,5,4,5,4,5,5
57510,78,2,4,4,2,2,2,3,4,2,2
57511,32,4,4,1,5,5,5,1,1,5,5
57512,30,4,4,4,5,5,5,2,2,5,5
57513,25,4,3,4,2,4,2,3,3,2,4
57514,15,1,1,2,3,3,3,4,4,3,1
57515,56,2,2,2,2,2,2,3,3,2,2
57516,54,5,1,3,2,4,4,1,4,4,4
57517,37,5,5,5,3,4,4,4,4,3,4
57518,34,2,2,4,2,2,2,1,4,2,2
57519,39,3,1,1,3,3,3,4,4,3,1
57520,43,3,3,3,4,3,1,3,1,4,2
57521,25,4,3,3,4,5,4,2,3,4,4
57522,36,2,2,1,4,4,4,5,3,4,2
57523,22,3,3,3,4,4,4,1,4,4,1
57524,28,4,3,4,4,4,4,4,1,4,4
57525,25,1,1,3,3,4,3,1,4,3,2
57526,53,2,2,5,2,2,2,4,4,2,2
57527,48,1,2,3,3,3,3,2,3,3,1
57528,60,4,4,4,4,1,5,1,5,3,3
57529,24,1,1,1,4,4,4,3,4,4,3
57530,52,1,1,2,2,4,2,5,2,3,1
57531,65,3,2,5,3,3,3,3,2,3,2
57532,23,4,4,4,5,5,5,4,4,5,5
57533,46,4,4,4,2,3,4,5,4,4,3
57534,46,4,4,4,3,5,4,5,4,4,4
57535,52,5,5,1,4,1,3,2,3,4,3
57536,80,3,5,5,3,3,3,2,3,3,2
57537,24,5,5,2,4,4,4,3,5,4,4
57538,9,3,3,2,2,2,2,2,2,2,2
57539,35,4,4,4,4,5,3,5,5,5,2
57540,46,2,2,2,5,4,5,1,5,5,5
57541,43,4,4,3,4,4,1,1,1,1,0
57542,51,1,1,1,3,4,4,4,4,5,5
57543,48,5,4,4,5,5,5,5,1,5,5
57544,23,2,2,4,5,3,5,1,5,5,1
57545,52,2,1,1,2,3,2,1,2,2,1
57546,43,1,1,1,3,5,4,5,4,3,3
57547,36,4,5,5,4,4,4,3,4,4,1
57548,39,1,2,2,2,3,1,2,1,4,1
57549,70,3,3,1,2,3,3,5,3,4,1
57550,55,3,3,3,4,4,5,5,5,5,5
57551,41,3,3,3,5,5,4,4,4,3,4
57552,15,1,1,3,1,1,1,3,4,1,0
57553,50,1,1,1,4,5,3,5,3,5,5
57554,22,2,3,5,1,1,1,1,5,1,0
57555,41,3,3,3,5,5,4,4,4,5,5
57556,51,1,1,1,5,5,3,5,3,5,5
57557,44,3,3,4,3,4,1,4,3,4,1
57558,22,3,3,2,4,1,4,3,4,4,1
57559,24,4,4,4,4,4,4,1,4,4,2
57560,20,5,5,3,3,3,3,5,4,3,4
57561,44,3,3,1,5,4,3,3,3,5,1
57562,25,1,3,3,1,3,1,3,3,1,0
57563,16,3,3,4,5,5,5,1,4,5,1
57564,20,1,1,4,4,4,4,1,3,4,1
57565,34,3,3,3,2,5,4,4,4,5,5
57566,25,1,1,1,3,5,3,3,1,3,1
57567,42,4,3,3,4,4,4,4,4,1,0
57568,50,0,0,1,1,1,1,4,5,1,4
57569,12,5,5,5,5,4,5,5,5,5,5
57570,27,2,3,1,4,4,4,2,4,4,1
57571,29,2,2,1,1,1,1,3,4,1,0
57572,23,3,5,5,3,1,3,3,4,3,1
